STA_SEQ,WaterbodyName,Description,ylat,xlong,munName,subBasin,adbSegID,stationsCommentTxt,lastUpdateDate
20116,"Nonewaug River, NNT to NNT of",DS Hickory Lane,41.625,-73.165,BETHLEHEM,6802,6802-01-1,Likely goes dry in a typical summer.; 2018 new stream survey site.  It is a NNT to a NNT of the Nonewaug River.,12/27/2021
20117,Norwalk River,Within Merwin Meadows Town Park,41.19788,-73.43558,WILTON,7300,null,,9/17/2018
20118,Wachocastinook Brook,"behind town garage, 100 m DS old RR crossing",41.9798,-73.42081,SALISBURY,6005,null,,12/21/2021
20119,"Deep Brook, Trib. to",US Old Farm Rd. bridge. on west bank,41.409614,-73.285855,NEWTOWN,6020,null,FD site 12500,9/27/2018
20120,Connecticut River,Approximately 1 mile north of I-95,41.333,-72.355614,OLD SAYBROOK,4000,4000.0,"2018 fish tissue collection location - carp collected by Tom Savoy for PCB analysis per DPH request 9/18/18 coordinates: 41 19.849N, 72 21.175W 9/21/18 coordinates: 41 20.050N,  72 21.495W; Near Goose Island/Lord Cove; marine fisheries trawl survey area  On Old Saybrook/Old Lyme town boundary",11/17/2021
20121,Deep Brook,400m US of Kent Road South,41.783734,-73.403571,CORNWALL,6000,null,FD=22282,9/28/2018
20122,Deming Brook,850m upstream Under Mountain Road,41.970555,-73.294686,CANAAN,6202,CT6202-04_01,,10/5/2021
20123,Labonte Brook,Adjacent Babcock Road,41.90359,-72.3077,TOLLAND,3100,CT3100-05_01,Established Fall 2018 as new 2019 probmon site.; Probmon site - CTS06621-1124,11/17/2021
20124,NNT to Sucker Brook,Adj Rt 263,41.916858,-73.115359,WINCHESTER,4302,CT4302-15_01,Established Fall 2018 as new 2019 probmon site.; Probmon Site - CTS06621-1123,11/17/2021
20125,"Tankerhoosen River, unnamed tributary to (Fish & Game Brook)",30m upstream of Fish & Game Road,41.841389,-72.43027,VERNON,4503,4503.0,Established fall 2018 by RBV volunteers (VCC),10/5/2021
20126,Hedge Brook,At West Dolbia Hill Road,41.45207,-72.33766,EAST HADDAM,4800,CT4800-09_01,Established 2018 by RBV volunteers (TRCC),10/5/2021
20127,Pequabuck River,In between Rt 72 and Waterbury Rd,41.670147,-72.969139,BRISTOL,4315,CT4315-00_05,Established Fall 2018 as new 2019 probmon site.; Probmon Site - CTS06621-1133,11/17/2021
20128,Susquetonscut Brook,Upstream Murphy Road,41.580635,-72.139504,FRANKLIN,3907,CT3907-00_01,Established Fall 2018 as new 2019 probmon site.; Probmon Site - CTS06621-1132,11/17/2021
20129,Ocain Brook,Adj Rt 63,41.899369,-73.264893,GOSHEN,6200,CT6200-02_01,Established Fall 2018 as new 2019 probmon site.; Probmon Site - CTS06621-1127,11/17/2021
20130,Housatonic River-KF Refuge,Kent Falls Thermal Refuge. from 50m below stream mouth,41.77708,-73.419382,KENT,6000,null,; Thermal Refuge formed by Kent Falls Brook inflow,11/17/2021
20131,Pettee Brook,At Upland Meadow Rd.,41.9722,-73.43271,SALISBURY,6005,6005-03-1,Potential culvert replacement assessment,12/27/2021
20132,Wangum Lake Brook,US of Barnes Rd,41.961704,-73.313672,NORTH CANAAN,6200,null,entrenched channel. NW R & G club property and TNC,11/7/2018
20133,Staddle Brook,Upstream Townsend Road,41.7269,-72.3793,ANDOVER,3108,CT3108-07_02,Established 2018 by volunteers as new VSTeM site,12/27/2021
20134,Post Brook,Downstream Route 316,41.7118,-72.3683,ANDOVER,3108,CT3108-09_01,Established 2018 by volunteers as new temp monitoring station (VSTeM),12/27/2021
20135,"Hop River, Unnamed tributary to",At Lindholm's Corner (Upstream Route 6),41.7271,-72.3479,ANDOVER,3108,3108.0,Established 2018 by volunteers as new temperature site (VSTeM),11/9/2018
20136,"Andover Lake, Unnamed tributary to (Skoog Brook)","10m upstream Lake Road, adjacent Erdoni Road",41.7126,-72.3544,ANDOVER,3108,CT3108-10_01,Established 2018 by volunteers as new monitoring location (temp),12/27/2021
20137,"Hop River, Unnamed tributary to (Cheney Brook)",20m Downstream Lake Road (above Andover Lake),41.7111,-72.3604,ANDOVER,3108,3108.0,Established 2018 by volunteers as new monitoring location (temperature),11/9/2018
20138,LIS Trawl 03-28,Eastern LIS - NY,41.0486,-72.64445,Unknown,0,null,2018 summer flounder/fluke sample (10/9/18) for pcb fish tissue analysis coordinates = trawl end point; Site 03-28,11/17/2021
20139,LIS Trawl 04-30,Eastern LIS - NY,41.07608,-72.54045,Unknown,0,null,2018 summer flounder/fluke sample (10/10/18) for pcb fish tissue analysis coordinates = trawl end point; site 04-30,11/17/2021
20140,LIS Trawl 01-28,Eastern LIS - NY,41.06203,-72.49875,Unknown,0,null,2018 summer flounder/fluke sample (10/10/18) for pcb fish tissue analysis coordinates = trawl end point; Site 01-28,11/17/2021
20141,LIS Trawl 12-27,Eastern LIS - CT,41.20628,-72.62008,Unknown,0,null,2018 summer flounder/fluke sample (10/11/18) for pcb fish tissue analysis coordinates = trawl end point; Site 12-27,11/17/2021
20142,LIS Trawl 07-19,Western LIS - CT,41.12707,-72.96292,Unknown,0,null,2018 summer flounder/fluke sample (10/31/18) for PCB fish tissue analysis coordinates = trawl end point; site 07-19,11/17/2021
20143,LIS Trawl 00-22,Eastern LIS - NY,41.012,-72.83857,Unknown,0,null,2018 summer flounder/fluke sample (10/31/18) for PCB fish tissue analysis coordinates = trawl end point; site 00-22,11/17/2021
20144,LIS Trawl 9-26,Eastern LIS - CT,41.16665,-72.6603,Unknown,0,null,2018 summer flounder/fluke sample (11/1/18) for PCB fish tissue analysis coordinates = trawl end point; site 9-26,11/17/2021
20145,Connecticut River,Middle Cove,41.349167,-72.38666,ESSEX,4000,4000.0,"Established 2018 as fish tissue collection location (carp, 10/15/18)",12/13/2018
20146,Goldmine Brook,30m upstream of Route 82,41.506644,-72.13297,NORWICH,3001,3001.0,Established 2018 by RBV volunteers (tlgv),10/5/2021
20147,Spinning Mill Brook,at Cook Hill Road,41.694281,-72.26115,LEBANON,3110,3110.0,Established 2018 by TLGV RBV volunteers,10/5/2021
20148,Jordan Brook,at Bush Hill Road,41.692306,-72.18925,WINDHAM,3800,3800.0,Established 2018 by TLGV RBV volunteers,10/5/2021
20149,"Mad River, Unnamed tributary to (Smith Pond inflow)","Downstream Grantville Road, upstream Smith Pond",41.953975,-73.17529,NORFOLK,4302,CT4302-01_01,Established 2018 by FRWA RBV volunteers,10/7/2021
20150,Beckley Pond Brook,25m upstream Grantville Road,41.952108,-73.15898,NORFOLK,4302,CT4302-02_01,Established 2018 by FRWA RBV volunteers,10/7/2021
20151,North Brook,"Adjacent Stub Hollow Road, upstream of Grays Pond",41.85551,-73.01029,NEW HARTFORD,4310,CT4310-05_01,Established 2018 by FRWA RBV volunteers,1/5/2022
20152,Big Brook,Behind #254 Haynes Road,41.771817,-72.87188,AVON,4316,4316.0,Established 2018 by FRWA RBV volunteer,10/5/2021
20153,Bunnell Brook,Approximately 100 ft US of ball field,41.783449,-72.962892,BURLINGTON,4311,null,; Station created for streamflow monitoring with trail camera.,11/17/2021
20154,Reichenback Brook,at Mill Road,41.575853,-73.171052,WOODBURY,6802,CT6802-07_01,Established 2018 by PRWC (VOLMON) as new RBV site,10/7/2021
20155,"Bolton Notch Pond, Unnamed tributary to (Freja Brook)",Within Freja Park (upstream site),41.791833,-72.45536,BOLTON,4503,4503.0,Established 2018 by Bolton Conservation Commission as new VSTeM temperature monitoring site,1/3/2019
20156,"Bolton Notch Pond, Unnamed tributary to (Freja Brook)",Within Freja Park (downstream site),41.790342,-72.454577,BOLTON,4503,4503.0,Established 2018 by Bolton Conservation Commission as new stream temperature monitoring station,1/3/2019
20157,Hall Meadow Brook,1200m US of RTe  272,41.903509,-73.178851,GOSHEN,6901,null,FD survey,1/29/2019
20158,Myron Kinney Brook Trib,US of Kinney Rd,41.552804,-71.858887,VOLUNTOWN,3604,null,,1/29/2019
20159,Myron Kinney Brook Trib,US of forest access rd,41.540316,-71.847451,VOLUNTOWN,3604,null,1990 State Forest Resource Survey,1/29/2019
20160,Whiting River Trib,DS of Carlson Rd,42.04065,-73.260818,NORTH CANAAN,6101,CT6101-07_01,,10/5/2021
20161,Whiting River Trib,Adjacent to Tobey Hill Rd,42.039178,-73.251373,NORTH CANAAN,6101,null,,1/29/2019
20162,Poquetanuck Cove,DS Rte 12,41.470536,-72.059978,LEDYARD,3003,null,UConn stickleback study site,1/31/2019
20163,Poquonock River,Open Beach in Bluff Point State Park-East shore of River,41.334852,-72.033299,GROTON,2000,null,UConn stickleback study site,1/31/2019
20164,Shaker Pond,Located in Enfield between Cottage Rd and Wheeler/W. Shore Drive,42.023514,-72.537135,ENFIELD,4003,null,Fisheries Division Lake and Pond monitoring sample. Done on 10/09/2018.; Accessed from private community launch located off Cottage Rd. Started sample at launch and headed northeast. Sampled all of eastern shore and part of western shore.,11/17/2021
20165,Foster Pond (Forster Pond),Behind CARE facility off Route 80 Killingworth,41.36,-72.58526,KILLINGWORTH,5105,null,Fisheries Division Lake and Pond fish sample. Performed on 10/22/2018. Launched from behind CARE facility. Lake not open to public.; Ice on and off project started 12/9/2020,11/17/2021
20166,Taunton Pond,"Located in Newtown, CT along Taunton Lake Rd.",41.413243,-73.337003,NEWTOWN,6018,null,Fisheries Division Lake and Pond fish sample. Performed on 11/08/2018. Sample performed at night starting at boat launch along Taunton Lake Rd and headed southeast. Only three zones samples. Ended near house number 45 Taunton Lake Rd.,2/1/2019
20167,Green Fall River,DS confluence with Peg Mill Brook,41.518823,-71.809401,VOLUNTOWN,1002,null,thermograph site,2/14/2019
20168,Mattabesset River,Upstream of CT 71-Main St,41.630394,-72.779638,BERLIN,4600,null,Temp Logger site-,3/12/2019
20169,Stratton Brook Fishing Pond,US of Swimming Pond in Stratton Brook SP,41.863946,-71.835726,SIMSBURY,4318,null,Temp Logger suspended from float in mid-water,3/13/2019
20170,Quinebaug River,DS of Fayban Woodstock Rd,42.00988,-71.941704,THOMPSON,3700,null,Temp Logger site,3/19/2019
20171,Moosup River,50m above Almyville Dam in pool,41.718587,-71.85953,PLAINFIELD,3500,null,water temp logger in pond,3/13/2019
20172,Bush Meadow Brook,US of Kinney Hollow Rd Below Pond,41.974643,-72.146528,UNION,3203,CT3203-05_01,Wtr Temp logger,10/7/2021
20173,Trading Cove Brook,At fishway just above mouth,41.498166,-72.097374,MONTVILLE,3001,null,Wtr Temp logger,3/19/2019
20174,Konkapot River,Downstream of Clayton Rd,42.046913,-73.31172,NORTH CANAAN,6004,6004.0,2018 MBI NRSA fish community site (probabilistic),10/5/2021
20175,Merrick Brook,West of Plains Rd&Devotation Rd,41.685756,-72.087422,SCOTLAND,3803,null,Wtr temp logger site,4/11/2019
20176,Merrick Brook,West of Plains Rd 0.4 miles from int with Devoation Rd,41.680924,-72.091071,SCOTLAND,3803,null,Wtr Temp Logger,4/11/2019
20177,Mattabesset River,US of Kensingotn Road,41.63172,-72.769124,BERLIN,4600,null,temp logger,4/29/2019
20178,Lantern Hill Pond,deep hole,41.45826,-71.94677,NORTH STONINGTON,2104,null,,5/14/2019
20179,Rock Brook,US of Shingle Mill Rd,41.753795,-73.048788,HARWINTON,6908,null,wtr temp logger,5/15/2019
20180,East Branch Salmon Brook Trib-Manitook Lake outflow,between Rte 202 and Confluence,41.968695,-72.794935,GRANBY,4320,null,WTR temp logger,5/15/2019
20181,East Branch Salmon Brook,US of Manitook Lake outflow,41.96773,-72.795283,GRANBY,4320,null,Wtr Temp logger,5/15/2019
20182,East Branch Salmon Brook,DS of Manitook Lake outflow,41.967239,-72.793784,GRANBY,4320,null,wtr temp logger,5/15/2019
20183,Roaring Brook,below Smut Pond,41.671666,-72.566666,GLASTONBURY,4009,null,wtr temp logger 2004,5/15/2019
20184,Roaring Brook,below Slocum Pond,41.66391,-72.581027,GLASTONBURY,4009,null,wtr temp logger 2004 before pond removal,5/15/2019
20185,Roaring Brook,above Slocum Pond,41.6675,-72.5667,GLASTONBURY,4009,null,wtr temp logger 2004- before pond was removed,5/15/2019
20186,Conant Brook,25m upstream of Willimantic Confluence,41.85339,-72.30381,WILLINGTON,3100,null,2007 wtr temp logger,5/17/2019
20187,Eagleville Brook,at Shady Lane,41.786512,-72.278713,MANSFIELD,3100,null,2007 wtr temp logger,5/17/2019
20188,Willimantic River,DS of Hop River Confluence,41.72254,-72.24602,COVENTRY,3100,null,2007 wtr temp logger,5/17/2019
20189,Stone Church Brook,"at Cart Road (DOVER, NY)",41.746,-73.59849,ANDOVER,6300,6300.0,Established 2018 by HVA (Volmon) as a new temperature monitoring location,10/5/2021
20190,Wells Brook,"Behind Murphy's Automotive (DOVER, NY)",41.73269,-73.5829,ANDOVER,6300,6300.0,Established 2018 by HVA as a new temperature monitoring site (volmon); needed station for SHEDS database,10/5/2021
20191,Grants Brook,at River Road,41.82858,-72.1675,MANSFIELD,3206,CT3206-11_01,Established 2018 by TLGV as new temperature monitoring location,12/27/2021
20193,Day Brook,behind #508 Day Road,41.86988,-71.95071,POMFRET,3709,3709.0,Established 2018 by TLGV as new temperature monitoring location,10/5/2021
20194,Muddy Brook,500m upstream Roseland Lake,41.95818,-71.95692,WOODSTOCK,3708,3708.0,Established 2018 by TLGV as new temperature monitoring location,10/5/2021
20195,Mill Brook,500m upstream Roseland Lake,41.94384,-71.95518,WOODSTOCK,3707,3707.0,Established 2018 by TLGV as new temperature monitoring location,10/5/2021
20196,Roseland Lake,Dock at 306 Senexet Road,41.95213,-71.94943,WOODSTOCK,3708,3708.0,Established 2018 by TLGV as new temperature monitoring location,5/17/2019
20197,Mount Hope River,Downstream Bebbington Brook confluence,41.8475,-72.16599,ASHFORD,3206,3206.0,Established 2018 by TLGV as new temperature monitoring station,10/5/2021
20198,Shingle Mill Brook,"In open space, 200m upstream Shingle Mill Road",41.46877,-72.26479,SALEM,4801,4801.0,2018 VSTeM temperature location (8MILE),10/5/2021
20199,Cedar Pond Brook,Downstream of Gungy Road,41.42479,-72.2875,LYME,4803,CT4803-01_02,2018 VSTeM monitoring location,10/7/2021
20200,Eightmile River,"Upstream Pecks Meadow Pond, at Ackley Road",41.517525,-72.37025,EAST HADDAM,4800,4800.0,2018 VSTeM location,10/5/2021
20201,Eightmile River,"At Ayers Preserve on Hopyard Road (downstream confluence with Hedge Brook, upstream Three Bridges Road)",41.44908,-72.33518,EAST HADDAM,4800,4800.0,2018 VSTeM location,10/5/2021
20202,Roaring Brook #2 (Whalebone Creek),"30m downstream Day Hill Road, above confluence with Hungerford Brook",41.42433,-72.40874,LYME,4016,4016.0,2018 VSTeM Location,10/5/2021
20203,Blackledge River,at Lyman Road,41.739655,-72.446335,BOLTON,4707,4707.0,Established 2017 by SRWP as new VSTeM temperature monitoring location,10/5/2021
20204,Raymond Brook,Downstream Kinney Road,41.656193,-72.34685,HEBRON,4701,4701.0,2018 SRWP temperature monitoring location,10/5/2021
20205,Cabin Brook,"100 ft downstream of Lake Hayward Road, upstream of Rte 85",41.560257,-72.31922,COLCHESTER,4703,CT4703-01_01b,2018 SRWP temperature site,1/5/2022
20206,Gillette Brook,15ft downstream Williams Road,41.578831,-72.369716,COLCHESTER,4703,CT4703-05_01,2018 SRWP temperature site,10/5/2021
20207,Moosup River,Below Brunswick Ave Bridge,41.716711,-71.861737,PLAINFIELD,3500,null,wtr temp logger-pre dam removal,5/30/2019
20208,Mill River,downstream 600 M Cook Hill Road,41.46137,-72.898996,CHESHIRE,5302,null,; Station created to evaluate stream habitat with trail camera,11/17/2021
20209,Babbling Brook,100 meters upstream of Naromi Brook,41.60882,-73.49103,SHERMAN,6017,6017-01-1,"Sampled 1992, brook trout still present; Naromi landtrust trail crossing",12/27/2021
20210,Nonewaug River,"Lower end of gorge, 950 meters downstream through field at Minortown Rd extension",41.56752,-73.18996,WOODBURY,6802,CT6802-00_01,; Lower end of gorge through field at Minortown Rd extension,12/27/2021
20211,Bullet Hill Brook (Same as 16333?),Confluence with Pomperaug,41.4836,-73.2231,WOODBURY,6800,CT6800-05_01,"Mottled sculpin observed at confluence with Pomperaug, absent in brook Same as station 16333?; From mouth of Pomperaug 138m upriver",12/27/2021
20212,East Meadow brook,confluence of East meadow and Nonewaug off Middle Rd Turnpike,41.554425,-73.199597,WOODBURY,6802,CT6802-13_01,"Sample in main stem- sculpin everywhere, barrier 20 meters upstream of mouth; Middle Rd turnpike off Rt 6",12/27/2021
20213,Nonewaug River,downstream of Rte. 6 bridge,41.5834,-73.1728,WOODBURY,6802,CT6802-00_01,No sculpins; 145 meters downstream of rt 6,12/27/2021
20214,Pomperaug River,Downstream of dam,41.526137,-73.210367,WOODBURY,6800,null,"; Station created for streamflow photo documentation. Located just downstream of dam, at 47 Pomperaug Road.",11/17/2021
20215,Uncas Lake,at Boat Launch,41.372832,-72.322231,LYME,4800,null,; Created by A. Aarrestad 6/19/2019. Collected cyanobacteria samples on 6/14/2019 and 6/19/19.,11/17/2021
20216,Uncas Lake,at Swimming Area,41.377266,-72.313622,LYME,4800,null,; Created by A. Aarrestad 6/19/2019. Collected cyanobacteria samples on 6/14/2019 and 6/19/19.,11/17/2021
20217,"Shepaug River, unnamed tributary (Canoe Brook)",50 meters DS path behind town clerk,41.640916,-73.321392,WASHINGTON,6700,CT6700-15_01,; 50 meters DS path behind town hall,12/27/2021
20219,"Nonewaug, no name tributary to",Jerry Stromski Way off minor town rd extension,41.573359,-73.184937,WOODBURY,6802,6802-08-1,; from Jerry Stromski Way to bridge culvert on minor town rd extension bridge,12/27/2021
20220,Galpine Brook,At confluence with Nonewaug river,41.57077,-73.189135,WOODBURY,6802,6802-00-3-R7,; started at the confluence with the Nonewaug river,12/27/2021
20221,Clark Brook,Confluence with Nonewaug river,41.567597,-73.188625,WOODBURY,6802,6802-10-1,; US from confluence with Nonewaug River,12/27/2021
20222,Pine Brook,10 m DS Atwater Rd crossing,41.401199,-73.021135,BETHANY,5200,6919-01-1,; started 10 m DS of Atwater Rd in culvert pool,12/27/2021
20223,Pine Brook,US from confluence with Bladens River,41.3897,-73.0305,BETHANY,5200,6919-01-1,; US from Bladens river confluence off of Bethmour Rd,12/27/2021
20224,Black Brook,100m into the woods past Elderslie Ln culdesac,41.3828,-73.0408,WOODBRIDGE,6025,6919-02-1,"; Past culdesac at the end of Elderslie Ln, walked down paved path and into the woods",12/27/2021
